pop,24.96008782987915
rock,18.963881996867222
soul,18.727327609347366
british,12.528203790903076
dance,12.239174631294228
funk,11.399835364057612
alternative,10.741513012755851
romantic,9.9935688497171764
new wave,9.7500395208140684
blues,9.7231081974830502
underground,9.337092598091715
standards,8.9459459459459474
motown,8.6991298054547332
indie,8.2870090230470215
soft rock,8.2841312897397472
alternative rock,8.0924578310080246
r&b,8.0416667376804742
psychedelic,8.0068411707713505
easy listening,7.8923710828205387
british invasion,7.8266337365427647
disco,7.6019201671501717
soundtrack,7.5869209429503526
jazz,7.3053064178389437
folk,7.2287633208946991
american,7.2184195480125322
acoustic,7.0617748563380607
indie rock,6.7463838276576311
reggae,6.5496264101696919
swing,6.1154076278954577
doo wop,6.0403509625365421
electronic,5.8646628214213319
smooth,5.8490972983450886
rock and roll,5.6742708326778759
vocal jazz,5.6490008576915871
country,5.5739629360301528
dancehall,5.3712784356886782
britpop,5.3370704886525271
indie pop,5.3333720901706201
glam rock,5.0714225859761424
classic,5.0612760968852522
quiet storm,4.946594587662549
progressive rock,4.8971222482244681
hard rock,4.8195608170664386
southern rock,4.3993154951788362
rockabilly,4.0482868934075551
smooth jazz,3.6643266399652545
surf,3.6633186459534803
art rock,3.4390441492642991
folk-rock,3.4260007507936181
neo-soul,3.4010296787311067
big band,3.2364968758145656
electronica,3.0997954676083128
hip-hop,3.0822209009990349
world,3.079870532128631
chicago,3.0325342191174514
chicago blues,3.0315171217245727
baroque,2.9540229885057472
hair metal,2.8543894884285965
house,2.8353751792773427
urban,2.791469770400572
easy,2.7683717824888912
vocal,2.633520419516417
grunge,2.6322423402445696
lounge,2.591569435208954
ska,2.5392171370595906
instrumental,2.5341381115660377
goth,2.4985445571201721
delta blues,2.4602903644333813
arena rock,2.4375449017299502
latin,2.4282664095212101
disney,2.3703181446435329
new age,2.3437374608709658
original,2.3138759491233234
adult contemporary,2.2650069815852105
gospel,2.1935703878784101
jam,2.08381075052174
garage,2.0322724392727611
roots,2.0080855123025674
america,2.0
quiet,1.9911593512961632
experimental,1.9756385269272312
techno,1.9705368546754127
punk,1.9542850122010493
classic blues,1.941190047678548
middle,1.9266197521239872
new,1.9088934928369516
roots reggae,1.9030955812045769
glam,1.8990593888572334
blues-rock,1.8973564774827307
electric blues,1.8938380403323132
eurodance,1.8409423317326932
college rock,1.8360559351436718
music,1.7919149922561954
jam bands,1.7625934727214192
bossa nova,1.7316936469272564
dubstep,1.706645375367847
alternative folk,1.6900909218543563
contemporary,1.6256773782148499
country blues,1.5882412385792035
inspirational,1.5509991183391385
electro,1.5447953053965819
progressive,1.4766938819224618
teen pop,1.4703137781078295
ambient,1.4367434625335287
spoken word,1.3339882121807465
trance,1.3289636001233966
comedy,1.31938062289224
africa,1.3129251700680276
college,1.2776260925833576
contemporary country,1.2661926889253126
doo-wop,1.2120684490686471
french,1.1932883334406483
orchestral,1.1863510957230565
reggaeton,1.1396736190767285
randb,1.1277123372597646
workout,1.1216757741347905
religious,1.1127413127413128
alternative rap,1.0960591133004927
pop/rock,1.0936375982774971
christmas,1.0698912805557981
latino,1.0569752229028826
dub,1.0484659570874246
other,1.0352088411710976
americana,1.0037067355186016
tv,1.0
drinking,1.0
drone,1.0
halloween,0.99320146857764591
downtempo,0.96344918460192641
christian,0.95805610490995896
death,0.88579633088826326
old,0.87159712528232047
cool,0.83178981184869694
contemporary jazz,0.80555555555555569
holiday,0.69742813918305602
shoegaze,0.69364331308119787
electronic rock,0.68659960942105147
soft,0.68478920588591574
german,0.66619027154775134
alternativo,0.61715160796324642
classical,0.61452740978703391
goth rock,0.60231948266752533
fusion,0.58308909032404377
australia,0.56352083254143337
avant-garde,0.55846953425504975
rock & roll,0.47064977703203592
acoustic blues,0.3373469674320963
wedding,0.27915965307606888
asia,0.20384884042922391
west coast rap,0.20211130629408444
experimental rock,0.19912713755249054
europe,0.1365248624908359
crossover,0.12369577236008528
crunk,0.043624687870471621
black,0.042086544161232926
breakbeat,0.011757014269749904
rap,0.0099824821402119436
bluegrass,0
christian rock,-0.13159995325289062
band,-0.20634920634920637
french pop,-0.21776463955447775
old school rap,-0.24838378549178003
blue,-0.34937332062474002
prog-rock,-0.86064922599925897
dirty south,-1.0068799219069495
france,-1.0691447195739117
brazilian,-1.2074877566088564
hard,-1.602284764261749
salsa,-1.6127661557284858
industrial,-1.7848740778864116
celtic,-2.1544624407161757
gangsta rap,-2.2784895385212955
hardcore,-2.4747885167590429
hardcore punk,-2.5242824746192514
east coast rap,-2.8717119229748667
gangsta,-2.8992047572996538
southern,-3.3618442845572325
black metal,-3.580358324937198
death metal,-4.6951345641037507
metal,-4.8179121711233659
cinema,-8.5882352941176467
musicals,-15.142857142857141
