alternative rap,0.3083853083853084
baroque,0.2988372093023256
opera,0.2601626016260163
tex-mex,0.2545454545454545
randb,0.22641274583022156
quiet storm,0.2150090521176165
blue note,0.20430107526881722
and,0.1941747572815534
college,0.19196685910242514
disney,0.1899153278614126
romantic,0.18722563656193073
modern,0.18446601941747573
cowboy,0.17757009345794392
vocal pop,0.17532467532467533
smooth jazz,0.1725868986528391
smooth,0.160361028362741
vocal jazz,0.15976152352461853
world,0.15698656552719378
high,0.15625
big band,0.15506574210775023
swing,0.1545160892841854
adult contemporary,0.15140813907442574
chicago blues,0.14856069029133223
middle,0.14744788127233271
environmental,0.14705882352941177
easy,0.14393839909919942
neo-soul,0.14157530940400423
tv,0.13930348258706468
british invasion,0.13789789238332198
country,0.1327925007276133
soul,0.13028488815340267
dubstep,0.12976408665820763
doo wop,0.1282266560143181
teen pop,0.12720465538498574
disco,0.12687451383196413
motown,0.1260327278678073
minimalism,0.125
traditional,0.125
contemporary country,0.1241643675721562
trance,0.12129248658318428
jazz,0.11476139597225508
easy listening,0.11361239479392407
travel,0.11320754716981132
r&b,0.10996659546020225
surf,0.10931509622754434
hard bop,0.10891089108910891
original,0.10615709395429125
rockabilly,0.10596578991232339
indian,0.10526315789473684
funk,0.10462262424428459
drinking songs,0.10256410256410256
workout,0.10130288872803843
alternative folk,0.10094943240454075
college rock,0.09793786460453126
contemporary,0.09735823835654989
inspirational,0.09724596566800754
classic,0.09537225685813755
jam,0.09440314896960246
pop,0.09421914262009967
soft rock,0.09291027605493386
vocal,0.09242592455061319
religious,0.09138762049720953
drone,0.09090909090909091
christian,0.09076242830341723
dance,0.09017631349979265
dancehall,0.08940304158577872
quiet,0.08803994190510421
urban,0.08601070982211333
american,0.08398089885479945
music,0.08384365906875363
rock and roll,0.08366261321739606
jam bands,0.08259795146128628
house,0.08089157342186289
southern rock,0.08069025975882323
indie pop,0.08031247177297324
blues,0.07968664900390415
contemporary jazz,0.07967032967032966
soundtrack,0.07887818071473186
old,0.07875517767604098
underground rap,0.07772020725388601
chicago,0.07700178097175756
other,0.07637165683883015
doo-wop,0.07551181695017312
spoken word,0.07396514161220044
alternativo,0.07327272727272727
lounge,0.07324144924228639
acoustic,0.07299298551420334
pop/rock,0.07297464440321583
goth,0.07259714578799546
new,0.07252841636816586
british,0.07190536614812033
new wave,0.07088676875731202
reggae,0.06883631276176186
